,symbol,exchange,name,date,type,iexId,region,currency,isEnabled,figi,cik
569,ATAX,NAS,America First Multifamily Investors L.P.,2020-03-28,cs,IEX_4D314746374A2D52,US,USD,True,BBG000BB5783,1059142
570,ATCO,NYS,Atlas Corp.,2020-03-28,cs,IEX_5757354B394D2D52,US,USD,True,BBG00R1VTZR2,
571,ATCO-D,NYS,Atlas Corp. 7.95 % Cum Red Pfd Registered Shs Series D,2020-03-28,ps,IEX_5244564C424D2D52,US,USD,True,,
572,ATCO-E,NYS,Atlas Corp. 8.25 % Cum Red Pfd Registered Shs Series E,2020-03-28,ps,IEX_51564C3447472D52,US,USD,True,,
573,ATCO-G,NYS,Atlas Corp. 8.2 % Cum Red Perp Pfd Registered Shs Series G,2020-03-28,ps,IEX_5658483139432D52,US,USD,True,,
574,ATCO-H,NYS,Atlas Corp. 7.875 % Cum Red Perp Pfd Registered Shs Series H,2020-03-28,ps,IEX_4444574735382D52,US,USD,True,,
575,ATCO-I,NYS,Atlas Corp. 8 % Cum Red Perp Pfd Registered Shs Series I,2020-03-28,ps,IEX_4835564452352D52,US,USD,True,,
576,ATCX,NAS,Atlas Technical Consultants Inc. Class A,2020-03-28,cs,IEX_4443393434302D52,US,USD,True,BBG00MZZGBS3,
577,ATCXW,NAS,Atlas Technical Consultants Inc. Warrant 2020-26.11.25 on Atlas Technical Consultants,2020-03-28,wt,IEX_44594739364A2D52,US,USD,True,BBG00N036CN4,
578,ATEC,NAS,Alphatec Holdings Inc.,2020-03-28,cs,IEX_4A42504737422D52,US,USD,True,BBG000BBM7Y5,1350653
579,ATEN,NYS,A10 Networks Inc.,2020-03-28,cs,IEX_4E58465351542D52,US,USD,True,BBG0060K22C1,1580808
580,ATEX,NAS,Anterix Inc.,2020-03-28,cs,IEX_515043344D4B2D52,US,USD,True,BBG0081NLHR0,1304492
581,ATGE,NYS,Adtalem Global Education Inc.,2020-03-28,cs,IEX_57313457544C2D52,US,USD,True,BBG000DQBZJ7,730464
582,ATH,NYS,Athene Holding Ltd. Class A,2020-03-28,cs,IEX_4247534C34582D52,US,USD,True,BBG00CW2JCN1,1527469
583,ATH-A,NYS,Athene Holding Ltd Depositary Shs Repr 1/1000th Non-Cum Red Perp Pfd Registered Shs Ser A,2020-03-28,ps,IEX_4B4A51545A4C2D52,US,USD,True,,
584,ATH-B,NYS,Athene Holding Ltd. Depositary Shs Repr 1/1000th Non-Cum Red Perp Pfd Registered Shs Class B,2020-03-28,ps,IEX_4D32464431392D52,US,USD,True,,
585,ATHE,NAS,Alterity Therapeutics Ltd. Sponsored ADR,2020-03-28,ad,IEX_435A473854322D52,US,USD,True,BBG000DK9TP0,1131343
586,ATHM,NYS,Autohome Inc. Sponsored ADR Class A,2020-03-28,ad,IEX_5647515459582D52,US,USD,True,BBG005JYTDQ5,1527636
587,ATHX,NAS,Athersys Inc.,2020-03-28,cs,IEX_505A44574C4A2D52,US,USD,True,BBG000QBZBS3,1368148
588,ATI,NYS,Allegheny Technologies Incorporated,2020-03-28,cs,IEX_4C374D3739512D52,US,USD,True,BBG000LC1FS4,1018963
589,ATIF,NAS,ATIF Holdings Ltd.,2020-03-28,cs,IEX_564A303439352D52,US,USD,True,BBG00MS92CD8,1755058
590,ATKR,NYS,Atkore International Group Inc.,2020-03-28,cs,IEX_4B39565352522D52,US,USD,True,BBG000QTFDQ4,1666138
591,ATLC,NAS,Atlanticus Holdings Corp.,2020-03-28,cs,IEX_4B54303132482D52,US,USD,True,BBG000C6TLC1,1464343
592,ATLO,NAS,Ames National Corporation,2020-03-28,cs,IEX_424B355A4A362D52,US,USD,True,BBG000BHLJW9,1132651
593,ATMP,BATS,Barclays ETN+ Select MLP ETN,2020-03-28,et,IEX_464E303952592D52,US,USD,True,BBG0047C1H17,
594,ATNI,NAS,ATN International Inc.,2020-03-28,cs,IEX_423550474B4D2D52,US,USD,True,BBG000F8RCH1,879585
595,ATNM,ASE,Actinium Pharmaceuticals Inc.,2020-03-28,cs,IEX_4657484E575A2D52,US,USD,True,BBG000RQZ245,
596,ATNX,NAS,Athenex Inc.,2020-03-28,cs,IEX_57504B4B325A2D52,US,USD,True,BBG00BNJKB74,1300699
597,ATO,NYS,Atmos Energy Corporation,2020-03-28,cs,IEX_465437564D422D52,US,USD,True,BBG000BRNGM2,731802
598,ATOM,NAS,Atomera Incorporated,2020-03-28,cs,IEX_434C5934384A2D52,US,USD,True,BBG00D88BWP5,1420520
599,ATOS,NAS,Atossa Therapeutics Inc.,2020-03-28,cs,IEX_4C4B4A4D51422D52,US,USD,True,BBG002NCD8C8,1488039
600,ATR,NYS,Aptargroup Inc.,2020-03-28,cs,IEX_483850344A5A2D52,US,USD,True,BBG000BGX2S0,896622
601,ATRA,NAS,Atara Biotherapeutics Inc,2020-03-28,cs,IEX_444B4B434B382D52,US,USD,True,BBG005Q3MQY4,1604464
602,ATRC,NAS,AtriCure Inc.,2020-03-28,cs,IEX_4232485446312D52,US,USD,True,BBG000BL6CB5,1323885
603,ATRI,NAS,Atrion Corporation,2020-03-28,cs,IEX_525A57354A502D52,US,USD,True,BBG000DTT624,701288
604,ATRO,NAS,Astronics Corporation,2020-03-28,cs,IEX_43354358354A2D52,US,USD,True,BBG000BCLBY5,8063
605,ATRS,NAS,Antares Pharma Inc.,2020-03-28,cs,IEX_5358344C31352D52,US,USD,True,BBG000N8K8B4,1016169
606,ATSG,NAS,Air Transport Services Group Inc.,2020-03-28,cs,IEX_4C37484835362D52,US,USD,True,BBG000BLW5F7,894081
607,ATTO,NYS,Atento SA,2020-03-28,cs,IEX_504C365259352D52,US,USD,True,BBG006FT0V16,1606457
608,ATUS,NYS,Altice USA Inc. Class A,2020-03-28,cs,IEX_58364237334C2D52,US,USD,True,BBG00GFMPRK0,1702780
609,ATV,NYS,Acorn International Inc. Sponsored ADR,2020-03-28,ad,IEX_5244505056572D52,US,USD,True,BBG000R3SX91,1365742
610,ATVI,NAS,Activision Blizzard Inc.,2020-03-28,cs,IEX_4B423251424D2D52,US,USD,True,BBG000CVWGS6,718877
611,ATXI,NAS,Avenue Therapeutics Inc.,2020-03-28,cs,IEX_4E4E4B4C33532D52,US,USD,True,BBG00GLTS4V4,1644963
612,AU,NYS,AngloGold Ashanti Limited Sponsored ADR,2020-03-28,ad,IEX_534A53304D392D52,US,USD,True,BBG000BCMDR8,1067428
613,AUB,NAS,Atlantic Union Bankshares Corporation,2020-03-28,cs,IEX_573653424A392D52,US,USD,True,BBG000BKS4S3,883948
614,AUBN,NAS,Auburn National Bancorporation Inc.,2020-03-28,cs,IEX_4E4B313554472D52,US,USD,True,BBG000BNFKK3,750574
615,AUDC,NAS,AudioCodes Ltd.,2020-03-28,cs,IEX_56324D5143512D52,US,USD,True,BBG000BVW716,1086434
616,AUG,ASE,Auryn Resources Inc.,2020-03-28,cs,IEX_535A464A47572D52,US,USD,True,BBG001KNTGG0,1514597
617,AUMN,ASE,Golden Minerals Company,2020-03-28,cs,IEX_5632485A43422D52,US,USD,True,BBG000LKCT40,1011509
618,AUPH,NAS,Aurinia Pharmaceuticals Inc.,2020-03-28,cs,IEX_4A574D4E59372D52,US,USD,True,BBG000BCRJM5,1600620
619,AUSF,PSE,Global X Adaptive U.S. Factor ETF,2020-03-28,et,IEX_4E30504657462D52,US,USD,True,BBG00LSVL368,
620,AUTL,NAS,Autolus Therapeutics Plc Sponsored ADR,2020-03-28,ad,IEX_54433633424B2D52,US,USD,True,BBG00KVT05R6,1730463
621,AUTO,NAS,AutoWeb Inc,2020-03-28,cs,IEX_4256394636382D52,US,USD,True,BBG000BP2MF4,1023364
622,AUY,NYS,Yamana Gold Inc.,2020-03-28,cs,IEX_4251574257512D52,US,USD,True,BBG000NSQ9M0,1264089
623,AVA,NYS,Avista Corporation,2020-03-28,cs,IEX_51374348595A2D52,US,USD,True,BBG000BCNF74,104918
624,AVAL,NYS,Grupo Aval Acciones y Valores SA Sponsored ADR Pfd,2020-03-28,ad,IEX_4B46524D36342D52,US,USD,True,BBG004T0ZMF6,1504764
625,AVAV,NAS,AeroVironment Inc.,2020-03-28,cs,IEX_4B4B30534A472D52,US,USD,True,BBG000GX14P2,1368622
626,AVB,NYS,AvalonBay Communities Inc.,2020-03-28,cs,IEX_4B4D425254302D52,US,USD,True,BBG000BLPBL5,915912
627,AVCO,NAS,Avalon GloboCare Corp.,2020-03-28,cs,IEX_4B305A3458592D52,US,USD,True,BBG008648HM7,
628,AVD,NYS,American Vanguard Corporation,2020-03-28,cs,IEX_4847423031322D52,US,USD,True,BBG000DPXVW9,5981
629,AVDE,PSE,Avantis International Equity ETF,2020-03-28,et,IEX_44394430434A2D52,US,USD,True,BBG00Q9MQ620,
630,AVDL,NAS,Avadel Pharmaceuticals Plc Sponsored ADR,2020-03-28,ad,IEX_50464448524C2D52,US,USD,True,BBG00FPFX9W4,1012477
631,AVDV,PSE,Avantis International Small Cap Value ETF,2020-03-28,et,IEX_44574B3547312D52,US,USD,True,BBG00Q9MR772,
632,AVEM,PSE,Avantis Emerging Markets Equity ETF,2020-03-28,et,IEX_504C584747502D52,US,USD,True,BBG00Q6ZDX29,
633,AVEO,NAS,AVEO Pharmaceuticals Inc.,2020-03-28,cs,IEX_5642483351382D52,US,USD,True,BBG000W5G4L3,1325879
634,AVGO,NAS,Broadcom Inc.,2020-03-28,cs,IEX_423831544C4C2D52,US,USD,True,BBG00KHY5S69,1730168
635,AVGOP,NAS,Broadcom Inc 8.00 % Cum Conv Pfd Registered Shs 2019-30.09.22 Series A,2020-03-28,ps,IEX_4753515839482D52,US,USD,True,,
636,AVGR,NAS,Avinger Inc.,2020-03-28,cs,IEX_4652335132572D52,US,USD,True,BBG000QCSTC7,1506928
637,AVH,NYS,Avianca Holdings SA Sponsored ADR Pfd,2020-03-28,ad,IEX_4B4C584C56542D52,US,USD,True,BBG0059H9PD2,1575969
638,AVID,NAS,Avid Technology Inc.,2020-03-28,cs,IEX_5147363753502D52,US,USD,True,BBG000BHHQ76,896841
639,AVK,NYS,Advent Convertible and Income Fund,2020-03-28,cef,IEX_5732383946572D52,US,USD,True,BBG000KDPR38,1219120
640,AVLR,NYS,Avalara Inc,2020-03-28,cs,IEX_534D475A44522D52,US,USD,True,BBG000R4Y9C1,1348036
641,AVNS,NYS,Avanos Medical Inc.,2020-03-28,cs,IEX_574B355735482D52,US,USD,True,BBG005L86G05,1606498
642,AVNW,NAS,Aviat Networks Inc.,2020-03-28,cs,IEX_53583357514A2D52,US,USD,True,BBG000QX48M2,1377789
643,AVRO,NAS,AVROBIO Inc,2020-03-28,cs,IEX_584D374E56442D52,US,USD,True,BBG00DJ4T7D1,1681087
644,AVT,NAS,Avnet Inc.,2020-03-28,cs,IEX_4632443733392D52,US,USD,True,BBG000BCPB71,8858
645,AVTR,NYS,Avantor Inc.,2020-03-28,cs,IEX_47395338394E2D52,US,USD,True,BBG00G2HHYD7,1722482
646,AVTR-A,NYS,Avantor Inc. Cum Conv Pfd Registered Shs Series A,2020-03-28,ps,IEX_504C524A59592D52,US,USD,True,,
647,AVUS,PSE,Avantis U.S. Equity ETF,2020-03-28,et,IEX_4C35314E35502D52,US,USD,True,BBG00Q9MPPR2,
648,AVUV,PSE,Avantis U.S. Small Cap Value ETF,2020-03-28,et,IEX_4C52365438362D52,US,USD,True,BBG00Q9MQZ44,
649,AVX,NYS,AVX Corporation,2020-03-28,cs,IEX_4C3958344B382D52,US,USD,True,BBG000BB6F57,859163
650,AVXL,NAS,Anavex Life Sciences Corp.,2020-03-28,cs,IEX_50374E504D512D52,US,USD,True,BBG000C9K8K4,1314052
651,AVY,NYS,Avery Dennison Corporation,2020-03-28,cs,IEX_4B444A4C30542D52,US,USD,True,BBG000BCQ4P6,8818
652,AVYA,NYS,Avaya Holdings Corp.,2020-03-28,cs,IEX_5851423937342D52,US,USD,True,BBG001QYK8T3,1418100
653,AWAY,PSE,ETFMG Travel Tech ETF,2020-03-28,et,IEX_4246535031522D52,US,USD,True,BBG00RBB80M0,1366684
654,AWF,NYS,AllianceBernstein Global High Income Fund Inc,2020-03-28,cef,IEX_4D3634424D4A2D52,US,USD,True,BBG000BJ0RR6,
655,AWI,NYS,Armstrong World Industries Inc.,2020-03-28,cs,IEX_4348503942382D52,US,USD,True,BBG000DW4LB1,7431
656,AWK,NYS,American Water Works Company Inc.,2020-03-28,cs,IEX_4346473143442D52,US,USD,True,BBG000TRJ294,1410636
657,AWP,NYS,Aberdeen Global Premier Properties Fund of Benef Interest,2020-03-28,cef,IEX_485A425956472D52,US,USD,True,BBG000R204N1,
658,AWR,NYS,American States Water Company,2020-03-28,cs,IEX_42393733504A2D52,US,USD,True,BBG000F964B6,1056903
659,AWRE,NAS,Aware Inc.,2020-03-28,cs,IEX_51345A4752482D52,US,USD,True,BBG000H56MZ6,1015739
660,AWTM,PSE,Aware Ultra-Short Duration Enhanced Income ETF,2020-03-28,et,IEX_4D32384D5A562D52,US,USD,True,BBG00N6NJMV9,
661,AWX,ASE,Avalon Holdings Corporation Class A,2020-03-28,cs,IEX_4C4B565631532D52,US,USD,True,BBG000BPSQJ3,1061069
662,AX,NYS,Axos Financial Inc.,2020-03-28,cs,IEX_4C30574733532D52,US,USD,True,BBG000QPHD08,1299709
663,AXAS,NAS,Abraxas Petroleum Corporation,2020-03-28,cs,IEX_57545A5639352D52,US,USD,True,BBG000HYNQP6,867665
664,AXDX,NAS,Accelerate Diagnostics Inc.,2020-03-28,cs,IEX_5458584746472D52,US,USD,True,BBG000CDVK08,727207
665,AXE,NYS,Anixter International Inc.,2020-03-28,cs,IEX_5659523233432D52,US,USD,True,BBG000DPW6P3,52795
666,AXGN,NAS,Axogen Inc.,2020-03-28,cs,IEX_58315334434A2D52,US,USD,True,BBG000BN46R9,805928
667,AXGT,NAS,Axovant Gene Therapies Ltd.,2020-03-28,cs,IEX_4B3254334B442D52,US,USD,True,BBG008NVGW00,1636050
668,AXJL,PSE,WisdomTree Asia Pacific ex-Japan Fund,2020-03-28,et,IEX_4644564E57532D52,US,USD,True,BBG000BT71L0,
669,AXL,NYS,American Axle & Manufacturing Holdings Inc.,2020-03-28,cs,IEX_5733445637372D52,US,USD,True,BBG000BPYZV2,1062231
670,AXLA,NAS,Axcella Health Inc.,2020-03-28,cs,IEX_4754543153572D52,US,USD,True,BBG00HFZF4J3,1633070
671,AXNX,NAS,Axonics Modulation Technologies Inc.,2020-03-28,cs,IEX_5033513446372D52,US,USD,True,BBG0067QVJ50,1603756
672,AXO,NYS,Axos Financial Inc. 6.25 % Notes 2016-28.02.26,2020-03-28,ps,IEX_4637564B4B512D52,US,USD,True,,
673,AXP,NYS,American Express Company,2020-03-28,cs,IEX_4D564C54515A2D52,US,USD,True,BBG000BCQZS4,4962
674,AXR,NYS,AMREP Corporation,2020-03-28,cs,IEX_4831573159572D52,US,USD,True,BBG000BCRB60,6207
675,AXS,NYS,Axis Capital Holdings Limited,2020-03-28,cs,IEX_4639433458592D52,US,USD,True,BBG000FLF615,1214816
676,AXS-E,NYS,Axis Capital Holdings Ltd Deposit Shs Repr 1/100th 5.50 % Non-Cum Pfd Shs Series E,2020-03-28,ps,IEX_434D344331382D52,US,USD,True,,
677,AXSM,NAS,Axsome Therapeutics Inc.,2020-03-28,cs,IEX_424B5154374D2D52,US,USD,True,BBG00B6G7GL7,1579428
678,AXTA,NYS,Axalta Coating Systems Ltd.,2020-03-28,cs,IEX_5146374E57462D52,US,USD,True,BBG0060CPLJ5,1616862
679,AXTI,NAS,AXT Inc.,2020-03-28,cs,IEX_4D595A385A302D52,US,USD,True,BBG000BHZ0N5,1051627
680,AXU,ASE,Alexco Resource Corp.,2020-03-28,cs,IEX_4237314A54332D52,US,USD,True,BBG000NWN5K4,1364128
681,AY,NAS,Atlantica Yield plc,2020-03-28,cs,IEX_4C47394B42582D52,US,USD,True,BBG0068Q7716,1601072
682,AYI,NYS,Acuity Brands Inc.,2020-03-28,cs,IEX_46574A5358582D52,US,USD,True,BBG000BJ5HK0,1144215
683,AYR,NYS,Aircastle Limited,2020-03-28,cs,IEX_4E485A50565A2D52,US,USD,True,BBG000KZCJJ4,1362988
684,AYTU,NAS,Aytu BioScience Inc,2020-03-28,cs,IEX_4D5447314D4A2D52,US,USD,True,BBG000VC2PT9,
685,AYX,NYS,Alteryx Inc. Class A,2020-03-28,cs,IEX_4D394D5157532D52,US,USD,True,BBG000BGZT72,1689923
686,AZN,NYS,Astrazeneca PLC Sponsored ADR,2020-03-28,ad,IEX_4757363137502D52,US,USD,True,BBG000BZ0DK8,901832
687,AZO,NYS,AutoZone Inc.,2020-03-28,cs,IEX_4A4451304B312D52,US,USD,True,BBG000C7LMS8,866787
688,AZPN,NAS,Aspen Technology Inc.,2020-03-28,cs,IEX_4457505651532D52,US,USD,True,BBG000DFMXT3,929940
689,AZRE,NYS,Azure Power Global Ltd.,2020-03-28,cs,IEX_4759464431392D52,US,USD,True,BBG00BNY1LB5,1633438
690,AZRX,NAS,AzurRx BioPharma Inc.,2020-03-28,cs,IEX_5453394E51322D52,US,USD,True,BBG00DBBJ4T4,1604191
691,AZUL,NYS,Azul S.A. Sponsored ADR Pfd,2020-03-28,ad,IEX_4632474D36322D52,US,USD,True,BBG007NH4TT2,1432364
692,AZZ,NYS,AZZ Inc.,2020-03-28,cs,IEX_5035394456592D52,US,USD,True,BBG000F83JZ2,8947
693,B,NYS,Barnes Group Inc.,2020-03-28,cs,IEX_474C335151502D52,US,USD,True,BBG000BCSCB1,9984
694,BA,NYS,Boeing Company,2020-03-28,cs,IEX_5258484E39502D52,US,USD,True,BBG000BCSST7,12927
695,BAB,PSE,Invesco Taxable Municipal Bond ETF,2020-03-28,et,IEX_4D42524E32342D52,US,USD,True,BBG000C00736,
696,BABA,NYS,Alibaba Group Holding Ltd. Sponsored ADR,2020-03-28,ad,IEX_484B50384A4B2D52,US,USD,True,BBG006G2JVL2,1577552
697,BAC,NYS,Bank of America Corp,2020-03-28,cs,IEX_44544B5A31592D52,US,USD,True,BBG000BCTLF6,70858
698,BAC-A,NYS,Bank of America Corp Deposit Shs Repr 1/1.000th Non-Cum Pfd Shs Series -EE-,2020-03-28,ps,IEX_56444B394E302D52,US,USD,True,,
699,BAC-B,NYS,Bank of America Corp Deposit Shs Repr 1/1000th Non-Cum Red Perp Pfd Shs Series GG,2020-03-28,ps,IEX_5148474C48382D52,US,USD,True,,
700,BAC-C,NYS,Bank of America Corp Deposit Shs Repr 1/1000th Non-Cum Pfd Shs Series -CC-,2020-03-28,ps,IEX_4643435358372D52,US,USD,True,,
701,BAC-E,NYS,Bank of America Corp Deposit Shs Repr 1/1000th Perp Pfd Shs Series E,2020-03-28,ps,IEX_474C315942302D52,US,USD,True,,
702,BAC-K,NYS,Bank of America Corp Depositary Shs Repr 1/1000th Non-Cum Perp Red Pfd Registered Shs Ser -HH-,2020-03-28,ps,IEX_50424432364B2D52,US,USD,True,,
703,BAC-L,NYS,Bank of America Corp 7.25 % Non Cum Perp Conv Pfd Registered Shs Series L,2020-03-28,ps,IEX_534E3550384C2D52,US,USD,True,,
704,BAC-M,NYS,Bank of America Corp Depositary Shs Repr 1/1000th Perp Non-Cum Pfd Registered Shs Series -KK-,2020-03-28,ps,IEX_4D56385643382D52,US,USD,True,,
705,BAC-N,NYS,Bank of America Corp Depositary Shs Repr 1/1000th Perp Non-Cum Red Pfd Rg Shs Series -LL-,2020-03-28,ps,IEX_5243443059432D52,US,USD,True,,
706,BAF,NYS,BlackRock Municipal Income Investment Quality Trust,2020-03-28,cef,IEX_5758383648362D52,US,USD,True,BBG000BH0G76,
707,BAH,NYS,Booz Allen Hamilton Holding Corporation Class A,2020-03-28,cs,IEX_4D5933534B382D52,US,USD,True,BBG000R2YFG7,1443646
708,BAK,NYS,Braskem S.A. Sponsored ADR Pfd Class A,2020-03-28,ad,IEX_43534E3130582D52,US,USD,True,BBG000BDJYK1,
709,BAL,PSE,iPath Series B Bloomberg Cotton Subindex Total Return ETN,2020-03-28,et,IEX_5444354630572D52,US,USD,True,BBG00JRYCGJ5,
710,BAM,NYS,Brookfield Asset Management Inc. Class A,2020-03-28,cs,IEX_48534A5438442D52,US,USD,True,BBG000C9KL89,1001085
711,BANC,NYS,Banc of California Incorporated,2020-03-28,cs,IEX_4458564D5A432D52,US,USD,True,BBG000F7VG25,1169770
712,BANC-D,NYS,Banc of California Incorporated Deposit Repr 1/40th 7.375 % Non Cum Perp Pfd Series D,2020-03-28,ps,IEX_51594A58484C2D52,US,USD,True,,
713,BANC-E,NYS,Banc of California Inc Deposit Shs Repr 1/40th Non-Cum Pfd Shs Series E,2020-03-28,ps,IEX_4C4E574C43382D52,US,USD,True,,
714,BAND,NAS,Bandwidth Inc. Class A,2020-03-28,cs,IEX_474B3058584D2D52,US,USD,True,BBG001K003W2,1514416
715,BANF,NAS,BancFirst Corporation,2020-03-28,cs,IEX_5243474250572D52,US,USD,True,BBG000BGJJX3,760498
716,BANFP,NAS,BFC Capital Trust II Trust Pfd Secs,2020-03-28,ps,IEX_4742304443542D52,US,USD,True,,
717,BANR,NAS,Banner Corporation,2020-03-28,cs,IEX_5031583330332D52,US,USD,True,BBG000MVZH28,946673
718,BANX,NAS,StoneCastle Financial Corp.,2020-03-28,cef,IEX_50544D3158302D52,US,USD,True,BBG004PP4922,1578987
719,BAP,NYS,Credicorp Ltd.,2020-03-28,cs,IEX_4C31545331392D52,US,USD,True,BBG000FKX7Z8,1001290
720,BAPR,BATS,Innovator S&P 500 Buffer ETF - April,2020-03-28,et,IEX_4230574250362D52,US,USD,True,BBG00NR9PSK9,
721,BAR,PSE,GraniteShares Gold Shares,2020-03-28,et,IEX_584B583044392D52,US,USD,True,BBG00HBPWNN3,
722,BASI,NAS,Bioanalytical Systems Inc.,2020-03-28,cs,IEX_485A325133512D52,US,USD,True,BBG000BX15W6,720154
723,BATL,ASE,Battalion Oil Corporation,2020-03-28,cs,IEX_564C484748472D52,US,USD,True,BBG00R4SMLR4,
724,BATRA,NAS,Liberty Media Corp. Series A Liberty Braves,2020-03-28,cs,IEX_544D513458422D52,US,USD,True,BBG00BFHD1D0,
725,BATRK,NAS,Liberty Media Corp. Series C Liberty Braves,2020-03-28,cs,IEX_434C5646325A2D52,US,USD,True,BBG00BFHD5R6,
726,BATT,PSE,Amplify Advanced Battery Metals & Materials ETF,2020-03-28,et,IEX_4D425A474D322D52,US,USD,True,BBG00L322ZG8,
727,BAUG,BATS,Innovator S&P 500 Buffer ETF - August,2020-03-28,et,IEX_50314E5930312D52,US,USD,True,BBG00PVP2Q68,
728,BAX,NYS,Baxter International Inc.,2020-03-28,cs,IEX_5456544644462D52,US,USD,True,BBG000BCVJ77,10456
729,BB,NYS,BlackBerry Limited,2020-03-28,cs,IEX_4C384E30594B2D52,US,USD,True,BBG000CR90K4,1070235
730,BBAR,NYS,Banco BBVA Argentina SA Sponsored ADR,2020-03-28,ad,IEX_4351444C4C522D52,US,USD,True,BBG000BLLR07,913059
731,BBAX,BATS,JPMorgan BetaBuilders Developed Asia ex-Japan ETF,2020-03-28,et,IEX_535A534E36562D52,US,USD,True,BBG00LN4D2G3,
732,BBBY,NAS,Bed Bath & Beyond Inc.,2020-03-28,cs,IEX_443534424C392D52,US,USD,True,BBG000CSY9H9,886158
733,BBC,PSE,Virtus LifeSci Biotech Clinical Trials ETF,2020-03-28,et,IEX_524D533731442D52,US,USD,True,BBG007QVCGG1,
734,BBCA,BATS,JPMorgan BetaBuilders Canada ETF,2020-03-28,et,IEX_544B595439432D52,US,USD,True,BBG00LN4CVW2,
735,BBCP,NAS,Concrete Pumping Holdings Inc. Class A,2020-03-28,cs,IEX_4B33425247352D52,US,USD,True,BBG00M8BB0W0,1703956
736,BBD,NYS,Banco Bradesco S.A. Sponsored ADR Pfd,2020-03-28,ad,IEX_5436373736482D52,US,USD,True,BBG000BS6WW3,1160330
737,BBDC,NYS,Barings BDC Inc.,2020-03-28,cs,IEX_4C4B59524D4A2D52,US,USD,True,BBG000F54FK1,1379785
738,BBDO,NYS,Banco Bradesco S.A. Sponsored ADR,2020-03-28,ad,IEX_544A345252332D52,US,USD,True,BBG002QK59T6,1160330
739,BBEU,BATS,JPMorgan BetaBuilders Europe ETF,2020-03-28,et,IEX_4858385059542D52,US,USD,True,BBG00L52KWW5,
740,BBF,NYS,BlackRock Municipal Income Investment Trust,2020-03-28,cef,IEX_4D4B484D4A342D52,US,USD,True,BBG000BZH9M7,
741,BBGI,NAS,Beasley Broadcast Group Inc. Class A,2020-03-28,cs,IEX_435A48364B592D52,US,USD,True,BBG000CB07H7,1099160
742,BBH,NAS,VanEck Vectors Biotech ETF,2020-03-28,et,IEX_534B585458582D52,US,USD,True,BBG000C1FW33,
743,BBI,NAS,Brickell Biotech Inc.,2020-03-28,cs,IEX_4E504B3657572D52,US,USD,True,BBG000BGN354,819050
744,BBIN,BATS,JPMorgan BetaBuilders International Equity ETF,2020-03-28,et,IEX_5656444D314A2D52,US,USD,True,BBG00QRCN8M9,
745,BBIO,NAS,BridgeBio Pharma Inc.,2020-03-28,cs,IEX_51584E47385A2D52,US,USD,True,BBG00P9KDZK6,1743881
746,BBJP,BATS,JPMorgan BetaBuilders Japan ETF,2020-03-28,et,IEX_445A46574B372D52,US,USD,True,BBG00L52MGS3,
747,BBK,NYS,BlackRock Municipal Bond Trust,2020-03-28,cef,IEX_4832563442332D52,US,USD,True,BBG000DXNHH1,
748,BBL,NYS,BHP Group Plc Sponsored ADR,2020-03-28,ad,IEX_4859325435512D52,US,USD,True,BBG000D7FT09,1171264
749,BBN,NYS,BlackRock Taxable Municipal Bond Trust,2020-03-28,cef,IEX_5336503053502D52,US,USD,True,BBG000BGFM15,
750,BBP,PSE,Virtus LifeSci Biotech Products ETF,2020-03-28,et,IEX_4236324E394B2D52,US,USD,True,BBG007QVCC25,
751,BBQ,NAS,BBQ Holdings Inc.,2020-03-28,cs,IEX_5644563457502D52,US,USD,True,BBG00Q6Q1JJ5,
752,BBRE,BATS,JPMorgan BetaBuilders MSCI U.S. REIT ETF,2020-03-28,et,IEX_4842334A57392D52,US,USD,True,BBG00L53HBD4,
753,BBSA,BATS,JPMorgan Betabuilders 1-5 Year U.S. Aggregate Bond ETF,2020-03-28,et,IEX_4C374348315A2D52,US,USD,True,BBG00NKWDT35,
754,BBSI,NAS,Barrett Business Services Inc.,2020-03-28,cs,IEX_48585A4E34522D52,US,USD,True,BBG000BHJSC4,902791
755,BBU,NYS,Brookfield Business Partners LP,2020-03-28,cs,IEX_43513339484E2D52,US,USD,True,BBG00CX3VGY3,1654795
756,BBUS,BATS,JP Morgan Betabuilders U.S. Equity ETF,2020-03-28,et,IEX_4B4E36395A472D52,US,USD,True,BBG00NKWFB96,
757,BBVA,NYS,Banco Bilbao Vizcaya Argentaria S.A. Sponsored ADR,2020-03-28,ad,IEX_5658515953352D52,US,USD,True,BBG000BXD232,842180
758,BBW,NYS,BuildABear Workshop Inc.,2020-03-28,cs,IEX_4A394A594A302D52,US,USD,True,BBG000H8XPS1,1113809
759,BBX,NYS,BBX Capital Corporation Class A,2020-03-28,cs,IEX_4C5137434A5A2D52,US,USD,True,BBG000C035X4,315858
760,BBY,NYS,Best Buy Co. Inc.,2020-03-28,cs,IEX_57504B4636362D52,US,USD,True,BBG000BCWCG1,764478
761,BC,NYS,Brunswick Corporation,2020-03-28,cs,IEX_545754464A4A2D52,US,USD,True,BBG000BCWSS3,14930
762,BC-A,NYS,Brunswick Corporation 6.5 % Notes 2018-15.10.48 Global,2020-03-28,ps,IEX_5452564A4E512D52,US,USD,True,,
763,BC-B,NYS,Brunswick Corporation 6.625 % Notes 2018-15.01.49 Global,2020-03-28,ps,IEX_473358464E342D52,US,USD,True,,
